0	101.407
0.2	103.579
0.4	105.367
0.6	107.283
0.8	109.327
1	111.243
1.2	113.287
1.4	115.331
1.6	117.375
1.8	119.291
2.0	121.207
2.2	122.995
2.4	125.039
2.6	126.955
2.8	128.360
3.0	130.021
